id,subject,unit,topic,difficulty,question_type,type,question,options,correct_answer,explanation,starter_code,test_cases
cse320-u3-48,CSE320,3,Unified Process,hard,MCQ,mcq,Risk should be handled in ___ phase.,"[""Inception/Elaboration"",""Transition"",""Construction"",""None""]",0,Early mitigation prevents late project failure.,,
cse320-u3-49,CSE320,3,UML Modelling,easy,MCQ,mcq,UML is static or dynamic?,"[""Both"",""Only static"",""Only dynamic"",""None""]",0,Includes both structural and behavioral diagrams.,,
cse320-u3-50,CSE320,3,Use Case Diagrams,medium,MCQ,mcq,Primary Actor vs Secondary Actor?,"[""Who initiates vs Who provides service"",""Strong vs Weak"",""None"",""Both""]",0,Primary actor gets the goals; secondary helps the system.,,
cse320-u3-51,CSE320,3,Class Diagrams,hard,MCQ,mcq,Abstract class name style?,"[""Italicized"",""Bold"",""Uppercase"",""None""]",0,Standard UML notation for classes that cannot be instantiated.,,
cse320-u3-52,CSE320,3,Class Diagrams,medium,MCQ,mcq,Interface in UML?,"[""Circle or <<interface>> tag"",""Box with no name"",""None"",""Both""]",0,Represents a set of operations offered by a classifier.,,
cse320-u3-53,CSE320,3,Sequence Diagrams,easy,MCQ,mcq,Horizontal arrows mean ___.,"[""Messages/Calls"",""Lifelines"",""Time"",""None""]",0,Passage of control or data between objects.,,
cse320-u3-54,CSE320,3,Activity Diagrams,hard,MCQ,mcq,Object Flow in Activity Diagram?,"[""Showing data moving between actions"",""People moving"",""None"",""Colors""]",0,Represented by object nodes (rectangles).,,
cse320-u3-55,CSE320,3,Model validation,medium,MCQ,mcq,Is UML 100% formal?,"[""No (Semi-formal)"",""Yes"",""Only in space"",""None""]",0,It has defined syntax but allows some natural language.,,
cse320-u3-56,CSE320,3,Coding standards,hard,MCQ,mcq,Standard for indenting code?,"[""Style guide (Tabs vs Spaces)"",""Only Tabs"",""None"",""Both""]",0,Crucial for consistent team documentation.,,
cse320-u3-57,CSE320,3,Code Review,easy,MCQ,mcq,Goal of walkthrough?,"[""Understand logic/Knowledge transfer"",""Finding 100% bugs"",""None"",""Firing people""]",0,Used for teaching and high-level verification.,,
cse320-u3-58,CSE320,3,Unified Process,medium,MCQ,mcq,UP is 'Use Case Driven'?,"[""True"",""False"",""Partially"",""None""]",0,Requirements are captured as use cases which drive design and test.,,
cse320-u3-59,CSE320,3,UML Modelling,hard,MCQ,mcq,Deployment Diagram shows ___.,"[""Hardware/Physical nodes"",""Class structure"",""Code logic"",""None""]",0,Relates software artifacts to the hardware they run on.,,
cse320-u3-60,CSE320,3,Use Case Diagrams,easy,MCQ,mcq,System boundary symbol?,"[""Rectangle"",""Circle"",""Line"",""None""]",0,Encloses all the use cases.,,
cse320-u3-61,CSE320,3,Class Diagrams,medium,MCQ,mcq,Package diagram helps in ___.,"[""Organizing large models"",""Drawing icons"",""None"",""Both""]",0,Groups related elements into subsystems or modules.,,
cse320-u3-62,CSE320,3,Class Diagrams,hard,MCQ,mcq,Association Class?,"[""Class describing a relationship"",""A link"",""None"",""Both""]",0,Used when the relationship itself has attributes/logic.,,
cse320-u3-63,CSE320,3,Sequence Diagrams,medium,MCQ,mcq,Combined Fragment 'alt'?,"[""If-then-else logic"",""Loop"",""Error"",""None""]",0,Shows alternative paths based on a condition.,,
cse320-u3-64,CSE320,3,Sequence Diagrams,hard,MCQ,mcq,Combined Fragment 'loop'?,"[""Repetitive behavior"",""Condition"",""None"",""Both""]",0,Encloses messages that repeat while a condition is true.,,
cse320-u3-65,CSE320,3,Activity Diagrams,easy,MCQ,mcq,Start state symbol?,"[""Solid filled circle"",""Square"",""Hollow circle"",""None""]",0,The entry point of the flow.,,
cse320-u3-66,CSE320,3,Traceability,medium,MCQ,mcq,Backward traceability maps ___.,"[""Design back to Requirements"",""Test to Code"",""None"",""Bug to user""]",0,Confirming that every design element has a source requirement.,,
cse320-u3-67,CSE320,3,Coding standards,hard,MCQ,mcq,Naming boolean variables usually start with ___.,"[""is/has/can"",""get/set"",""None"",""Both""]",0,"Makes code read like English stories (is_valid, has_access).",,
cse320-u3-68,CSE320,3,Code Review,medium,MCQ,mcq,Peer review benefit?,"[""Finding bugs and learning"",""Management pressure"",""None"",""Both""]",0,Developers learn from each other's styles and mistakes.,,
cse320-u3-69,CSE320,3,Unified Process,easy,MCQ,mcq,Is UP part of Agile family?,"[""Can be adapted (Agile UP)"",""No"",""Always Waterfall"",""None""]",0,"The RUP is more formal, but versions like AUP exist.",,
cse320-u3-70,CSE320,3,UML Modelling,medium,MCQ,mcq,Component Diagram focus?,"[""Implementation/Modules"",""User interface"",""None"",""Both""]",0,Shows how the system is divided into physical components.,,
cse320-u3-71,CSE320,3,Use Case Diagrams,hard,MCQ,mcq,Subject of use case diagram?,"[""The System under development"",""The Office"",""None"",""Actor""]",0,The boundary represents the system subject.,,
cse320-u3-72,CSE320,3,Class Diagrams,easy,MCQ,mcq,Public visibility symbol?,"[""+"",""-"",""#"",""~""]",0,Accessible from anywhere.,,
cse320-u3-73,CSE320,3,Class Diagrams,medium,MCQ,mcq,Multiplicity * means ___.,"[""Zero or more"",""Exactly one"",""Error"",""None""]",0,Unbounded number of objects.,,
cse320-u3-74,CSE320,3,Class Diagrams,hard,MCQ,mcq,Self-association?,"[""Class related to itself"",""Error"",""None"",""Both""]",0,e.g. Employee 'manages' other Employees.,,
cse320-u3-75,CSE320,3,Sequence Diagrams,medium,MCQ,mcq,Asynchronous message arrow?,"[""Open head with dashed line"",""Filled head"",""None"",""Both""]",0,Sender doesn't wait for a response.,,
cse320-u3-76,CSE320,3,Activity Diagrams,hard,MCQ,mcq,Signal sending/receipt symbols?,"[""Convex/Concave polygons"",""Square"",""None"",""Both""]",0,Pentagons used for sending/receiving events.,,
cse320-u3-77,CSE320,3,Model validation,medium,MCQ,mcq,Formal validation tool example?,"[""Model checkers"",""Pen and paper"",""None"",""Excel""]",0,Automated tools that verify logical consistency.,,
cse320-u3-78,CSE320,3,Coding standards,easy,MCQ,mcq,Dead code should be ___.,"[""Removed"",""Commented out forever"",""None"",""Both""]",0,Keeping unused code reduces maintainability.,,
cse320-u3-79,CSE320,3,Code Review,hard,MCQ,mcq,Formal technical review (FTR) goal?,"[""Uncover errors in function/logic"",""Check attendance"",""None"",""Both""]",0,Focuses on technical accuracy.,,
cse320-u3-80,CSE320,3,Unified Process,medium,MCQ,mcq,Phases vs Workflows?,"[""Time vs Logic"",""Same"",""None"",""Opposite""]",0,Phases are 'when'; Workflows are 'what'.,,
cse320-u3-81,CSE320,3,UML Modelling,hard,MCQ,mcq,Composite Structure Diagram?,"[""Internal structure of a class/component"",""Class relations"",""None"",""Both""]",0,Focuses on ports and connectors.,,
cse320-u3-82,CSE320,3,Use Case Diagrams,easy,MCQ,mcq,Functional requirements are in ___.,"[""Use cases"",""Class diagrams"",""None"",""Both""]",0,UCD is the primary tool for functional specs.,,
cse320-u3-83,CSE320,3,Class Diagrams,medium,MCQ,mcq,Derived attribute symbol?,"[""/name"",""name()"",""None"",""Both""]",0,Value calculated from other attributes.,,
cse320-u3-84,CSE320,3,Class Diagrams,hard,MCQ,mcq,Template class (Parameterized)?,"[""Class with placeholder type"",""Copy paste"",""None"",""Both""]",0,Represented by a dashed box in the top right corner.,,
cse320-u3-85,CSE320,3,Sequence Diagrams,medium,MCQ,mcq,Par fragment?,"[""Executing messages in parallel"",""Sequential only"",""None"",""Error""]",0,Shows activities happening simultaneously.,,
cse320-u3-86,CSE320,3,Activity Diagrams,easy,MCQ,mcq,End state symbol?,"[""Bullseye (Circle with inner dot)"",""Square"",""None"",""Both""]",0,Marks the completion of the process.,,
cse320-u3-87,CSE320,3,Model validation,hard,MCQ,mcq,Checking for 'Deadlock' in models?,"[""Behavioral validation"",""Structural"",""None"",""Both""]",0,Ensuring the system doesn't get stuck.,,
cse320-u3-88,CSE320,3,Coding standards,medium,MCQ,mcq,Refactoring focus?,"[""Improve internal code without changing behavior"",""Adding features"",""None"",""Both""]",0,Making code cleaner and standard-compliant.,,
cse320-u3-89,CSE320,3,Code Review,easy,MCQ,mcq,Review meeting minutes should be ___.,"[""Recorded/Documented"",""Discarded"",""None"",""Memory only""]",0,Crucial for tracking defect fixes.,,
cse320-u3-90,CSE320,3,Unified Process,medium,MCQ,mcq,Is UP iterative?,"[""Yes (Main feature)"",""No"",""Only first phase"",""None""]",0,It builds software in multiple repeated cycles.,,
cse320-u3-91,CSE320,3,UML Modelling,hard,MCQ,mcq,Stereotypes in UML?,"[""Extending UML with new types << >>"",""Icons only"",""None"",""Both""]",0,"e.g. <<entity>>, <<boundary>>, <<control>>.",,
cse320-u3-92,CSE320,3,Use Case Diagrams,easy,MCQ,mcq,Use case name style?,"[""Verb-Noun phrase"",""Numbers"",""Colors"",""None""]",0,"e.g. 'Withdraw Cash', 'Place Order'.",,
cse320-u3-93,CSE320,3,Class Diagrams,medium,MCQ,mcq,Link vs Association?,"[""Instance vs Concept"",""Same"",""None"",""Both""]",0,Link is between objects; Association is between classes.,,
cse320-u3-94,CSE320,3,Class Diagrams,hard,MCQ,mcq,Constraint in UML?,"[""Rules inside { }"",""Borders"",""None"",""Both""]",0,e.g. { age > 18 }.,,
cse320-u3-95,CSE320,3,Sequence Diagrams,medium,MCQ,mcq,Lifeline creation/deletion?,"[""New/Destroy messages"",""Static lines"",""None"",""Both""]",0,Shows objects being created or killed during interaction.,,
cse320-u3-96,CSE320,3,Activity Diagrams,easy,MCQ,mcq,Rectangles represent ___.,"[""Actions/Activities"",""States"",""Objects only"",""None""]",0,Fundamental building block of activity flow.,,
cse320-u3-97,CSE320,3,Model validation,hard,MCQ,mcq,Walkthrough for model validation?,"[""Yes (Human review)"",""Only code"",""None"",""Both""]",0,Team manually steps through the design logic.,,
cse320-u3-98,CSE320,3,Coding standards,medium,MCQ,mcq,Comment density?,"[""Meaningful comments only"",""Every line"",""None"",""Both""]",0,Quality over quantity; avoid stating the obvious.,,
cse320-u3-99,CSE320,3,Code Review,hard,MCQ,mcq,Software quality assurance (SQA) role?,"[""Ensuring processes are followed"",""Writing code"",""None"",""Both""]",0,Checks if the review process itself is effective.,,
cse320-u3-100,CSE320,3,Unified Process,easy,MCQ,mcq,UP goal is 'High Quality Software'?,"[""Yes (Always)"",""No"",""Maybe"",""None""]",0,Ultimate objective of the engineering framework.,,
cse320-u4-1,CSE320,4,Verification and Validation,easy,MCQ,mcq,Are we building the product right? is a question of:,"[""Validation"",""Verification"",""Testing"",""Debugging""]",1,Verification ensures the software conforms to its specifications (Building the product right).,,
cse320-u4-2,CSE320,4,Verification and Validation,easy,MCQ,mcq,Are we building the right product? is a question of:,"[""Validation"",""Verification"",""Testing"",""Debugging""]",0,Validation ensures the software meets the user's needs (Building the right product).,,
cse320-u4-3,CSE320,4,Levels of Testing,medium,MCQ,mcq,Which testing type is performed by the end-users at their site?,"[""Alpha testing"",""Beta testing"",""Unit testing"",""Integration testing""]",1,Beta testing is conducted by real users in their own environment.,,
cse320-u4-4,CSE320,4,White Box Testing,hard,MCQ,mcq,Cyclomatic complexity is a measure of?,"[""Number of lines of code"",""Number of paths in a program"",""Program size"",""Program cost""]",1,Cyclomatic complexity (V(G) = E - N + 2P) measures the number of linearly independent paths.,,
cse320-u4-5,CSE320,4,Black Box Testing,medium,MCQ,mcq,Boundary Value Analysis (BVA) belongs to?,"[""White Box Testing"",""Black Box Testing"",""Unit Testing"",""System Testing""]",1,BVA is a black box technique focusing on values at the boundaries of input domains.,,
cse320-u4-6,CSE320,4,Types of Testing,medium,MCQ,mcq,Regression testing is primarily for?,"[""Finding new features"",""Ensuring changes haven't broken existing features"",""Testing speed"",""None""]",1,Regression testing re-runs previous tests to ensure new changes didn't introduce regressions.,,
cse320-u4-7,CSE320,4,White Box Testing,hard,MCQ,mcq,Basis path testing falls under?,"[""White box testing"",""Black box testing"",""Acceptance testing"",""None""]",0,"Basis path testing identifies paths from the control flow graph, requiring knowledge of internal logic.",,
cse320-u4-8,CSE320,4,Levels of Testing,medium,MCQ,mcq,"In Top-Down integration testing, what are used as substitutes for lower-level modules?","[""Stubs"",""Drivers"",""Tools"",""Classes""]",0,Stubs are 'dummy' modules that simulate the behavior of lower-level modules not yet developed.,,
cse320-u4-9,CSE320,4,Levels of Testing,medium,MCQ,mcq,"In Bottom-Up integration testing, what are used as substitutes for higher-level modules?","[""Stubs"",""Drivers"",""Tools"",""Classes""]",1,Drivers are used to invoke and pass data to lower-level modules during development.,,
cse320-u4-10,CSE320,4,Fundamentals,easy,MCQ,mcq,Testing is the process of?,"[""Identifying defects"",""Fixing code"",""Writing code"",""None""]",0,Testing finds errors; Debugging is the process of locating and correcting those errors.,,
cse320-u4-11,CSE320,4,Automation,easy,MCQ,mcq,Selenium IDE is used for ___.,"[""Record and Playback tests"",""Writing complex code"",""None"",""Both""]",0,Browser extension used for simple test automation.,,
cse320-u4-12,CSE320,4,Automation,medium,MCQ,mcq,Selenium WebDriver is ___.,"[""API to control browsers"",""Browser plugin"",""None"",""Both""]",0,Programming interface to drive browsers for complex scripts.,,
cse320-u4-13,CSE320,4,Types of Testing,hard,MCQ,mcq,API Testing focuses on ___.,"[""Testing interfaces without UI"",""Screen colors"",""Mouse clicks"",""None""]",0,Verifying the logic and data exchange between systems.,,
cse320-u4-14,CSE320,4,Types of Testing,medium,MCQ,mcq,Functional testing is type of ___.,"[""Black box testing"",""White box"",""None"",""Both""]",0,Tests what the system does based on requirements.,,
cse320-u4-15,CSE320,4,Types of Testing,hard,MCQ,mcq,Performance testing basics include ___.,"[""Load, Stress, Scalability"",""Bugs"",""Logic"",""None""]",0,Checks how the system behaves under heavy workloads.,,
cse320-u4-16,CSE320,4,Types of Testing,easy,MCQ,mcq,Security testing goal?,"[""Identify vulnerabilities"",""Style"",""Speed"",""None""]",0,Protects data and ensures system integrity.,,
cse320-u4-17,CSE320,4,Techniques,medium,MCQ,mcq,Equivalence Partitioning?,"[""Dividing input into equivalence classes"",""Random guessing"",""None"",""Both""]",0,Reduces test cases by picking one value from each class.,,
cse320-u4-18,CSE320,4,Levels,easy,MCQ,mcq,Unit testing is done by ___.,"[""Developers"",""Testers"",""Customer"",""None""]",0,Focuses on individual code components.,,
cse320-u4-19,CSE320,4,Levels,medium,MCQ,mcq,UAT stands for ___.,"[""User Acceptance Testing"",""Unit..."",""Utility..."",""None""]",0,Final stage before the system goes live.,,
cse320-u4-20,CSE320,4,AI Testing,hard,MCQ,mcq,AI-assisted testing tools can ___.,"[""Generate test cases and self-heal scripts"",""Write whole S/W"",""None"",""Both""]",0,New technology to speed up manual and automation tasks.,,
cse320-u4-21,CSE320,4,Principles,medium,MCQ,mcq,Pesticide Paradox in testing?,"[""Repetitive tests lose effectiveness"",""Bugs multiply"",""None"",""Both""]",0,Testers must update test suites to find new bugs.,,
cse320-u4-22,CSE320,4,Levels,hard,MCQ,mcq,Integration testing focuses on ___.,"[""Interfaces between modules"",""Individual units"",""Whole system"",""Users""]",0,Ensures that combined components work correctly together.,,
cse320-u4-23,CSE320,4,Fundamentals,easy,MCQ,mcq,Static vs Dynamic testing?,"[""Review vs Execution"",""No change vs Change"",""None"",""Both""]",0,Static is checking code/docs; dynamic is running the program.,,
cse320-u4-24,CSE320,4,Techniques,hard,MCQ,mcq,White Box Testing is also called ___.,"[""Glass box/Structural testing"",""Black box"",""None"",""Functional""]",0,Requires knowledge of internal code structure.,,
cse320-u4-25,CSE320,4,Techniques,medium,MCQ,mcq,Statement coverage ensures ___.,"[""Every line is executed at least once"",""Errors are fixed"",""None"",""Both""]",0,A metric for white box testing completeness.,,
cse320-u4-26,CSE320,4,Techniques,hard,MCQ,mcq,Branch coverage vs Statement coverage?,"[""Branch is stronger"",""Statement is stronger"",""Same"",""None""]",0,Branch covers all outcomes of conditions.,,
cse320-u4-27,CSE320,4,Techniques,easy,MCQ,mcq,Black Box Testing is also called ___.,"[""Behavioral/Functional testing"",""Structural"",""None"",""Complex""]",0,Focuses on inputs and outputs without knowing internals.,,
cse320-u4-28,CSE320,4,Fundamentals,medium,MCQ,mcq,Early testing helps in ___.,"[""Reducing rework cost"",""Hiring people"",""None"",""Adding features""]",0,Finding bugs early makes them cheaper to fix.,,
cse320-u4-29,CSE320,4,Fundamentals,hard,MCQ,mcq,Absence of errors fallacy?,"[""Flawless code can still fail user needs"",""Always bad code"",""None"",""Both""]",0,Software must be usable as well as bug-free.,,
cse320-u4-30,CSE320,4,Automation,medium,MCQ,mcq,Automation is best for ___.,"[""Repetitive regression tests"",""First time testing"",""Creative UX"",""None""]",0,"Reduces human effort for stable, repeated activities.",,
cse320-u4-31,CSE320,4,Automation,easy,MCQ,mcq,Record & Playback is part of ___.,"[""Selenium IDE"",""WebDriver"",""None"",""Both""]",0,Simple way to create scripts by recording browser actions.,,
cse320-u4-32,CSE320,4,Fundamentals,hard,MCQ,mcq,Testing is 'exhaustive'?,"[""Impossible (Too many paths)"",""Mandatory"",""Fast"",""None""]",0,Complete testing of all combinations is usually not feasible.,,
cse320-u4-33,CSE320,4,Techniques,medium,MCQ,mcq,Boundary Value Analysis check for?,"[""Edges of ranges"",""Middle of ranges"",""Random"",""None""]",0,Bugs often occur at the limits of input fields.,,
cse320-u4-34,CSE320,4,Techniques,hard,MCQ,mcq,Equivalence class for age 1-10?,"[""Invalid(<1), Valid(1-10), Invalid(>10)"",""Only 5"",""None"",""All numbers""]",0,Example of dividing data for efficient testing.,,
cse320-u4-35,CSE320,4,Levels,easy,MCQ,mcq,System testing is ___.,"[""Testing the complete integrated product"",""Testing units"",""None"",""Both""]",0,Validation against high-level requirements.,,
cse320-u4-36,CSE320,4,Levels,medium,MCQ,mcq,Alpha testing is done at ___.,"[""Developer site"",""Customer site"",""Home"",""None""]",0,Simulated real-world usage in a controlled environment.,,
cse320-u4-37,CSE320,4,Levels,hard,MCQ,mcq,Acceptance criteria is defined in ___ phase.,"[""Requirement analysis"",""Coding"",""Testing"",""None""]",0,Sets the rules for what constitutes success.,,
cse320-u4-38,CSE320,4,Types,medium,MCQ,mcq,Smoke testing objective?,"[""Basic system stability check"",""Finding all bugs"",""None"",""Speed""]",0,Quick test to see if 'the house is on fire' (can we start detailed testing?).,,
cse320-u4-39,CSE320,4,Types,hard,MCQ,mcq,Sanity testing objective?,"[""Verification of specific bug fixes"",""Whole system"",""None"",""Both""]",0,Subsection of regression testing for specific changes.,,
cse320-u4-40,CSE320,4,Automation,easy,MCQ,mcq,Selenium supports ___ browsers.,"[""Multiple (Chrome, Firefox, Safari, etc.)"",""Only Chrome"",""None"",""Only IE""]",0,A major strength of the Selenium framework.,,
cse320-u4-41,CSE320,4,Automation,medium,MCQ,mcq,Page Object Model (POM) improves ___.,"[""Maintenance of scripts"",""Speed"",""Colors"",""None""]",0,Design pattern to organize automation code.,,
cse320-u4-42,CSE320,4,Automation,hard,MCQ,mcq,Wait types in Selenium?,"[""Implicit and Explicit"",""Fast and Slow"",""None"",""Both""]",0,Synchronizing script with browser page loads.,,
cse320-u4-43,CSE320,4,Types,medium,MCQ,mcq,Web testing includes ___.,"[""Browser compatibility, Links, Forms"",""Only math"",""None"",""Both""]",0,Ensuring the website works correctly for users.,,
cse320-u4-44,CSE320,4,Types,medium,MCQ,mcq,Mobile testing focus?,"[""Network, Battery, Screen size"",""Only code"",""None"",""Both""]",0,Unique challenges of handheld devices.,,
cse320-u4-45,CSE320,4,Techniques,hard,MCQ,mcq,Cyclomatic complexity and bugs?,"[""High complexity = High bug probability"",""No link"",""Inverse"",""None""]",0,Complex code is harder to test and more prone to errors.,,
cse320-u4-46,CSE320,4,Techniques,medium,MCQ,mcq,Independent path has ___.,"[""At least one edge not visited before"",""No logic"",""None"",""Both""]",0,A path that adds new flow to the test suite.,,
cse320-u4-47,CSE320,4,Fundamentals,easy,MCQ,mcq,Who takes final call on quality?,"[""Management/Stakeholders"",""Developers"",""None"",""Both""]",0,Quality is a business decision based on test data.,,
cse320-u4-48,CSE320,4,Fundamentals,medium,MCQ,mcq,Error vs Defect?,"[""Person's mistake vs Logic flaw"",""Same thing"",""None"",""Both""]",0,Error is human; Defect is the presence of that error in artifacts.,,
cse320-u4-49,CSE320,4,Techniques,hard,MCQ,mcq,Error guessing depends on ___.,"[""Tester experience"",""Logic"",""Tools"",""None""]",0,Anticipating faults based on history and intuition.,,
cse320-u4-50,CSE320,4,Automation,medium,MCQ,mcq,Headless testing means ___.,"[""Running tests without UI"",""No computer"",""None"",""Fast logic""]",0,Speeds up automation by not rendering the visual browser window.,,
cse320-u4-51,CSE320,4,Techniques,easy,MCQ,mcq,"Input 1-100, BVA values?","[""0, 1, 2, 99, 100, 101"",""Only 1"",""None"",""1 to 100""]",0,Tests boundaries and one step beyond.,,
cse320-u4-52,CSE320,4,Levels,hard,MCQ,mcq,Operational Acceptance Testing (OAT)?,"[""Backup, Restore, Maintenance"",""Logic"",""None"",""Both""]",0,Checks if the system is ready for operations.,,
cse320-u4-53,CSE320,4,Principles,medium,MCQ,mcq,Defect Clustering?,"[""80% bugs in 20% modules"",""Bugs spread evenly"",""None"",""Both""]",0,Pareto principle applied to software defects.,,
cse320-u4-54,CSE320,4,Types,hard,MCQ,mcq,Security testing 'Penetration'?,"[""Ethical hacking to find holes"",""Drawing"",""None"",""Both""]",0,Active attempt to break into the system to test defenses.,,
cse320-u4-55,CSE320,4,Techniques,medium,MCQ,mcq,Decision Table testing is for ___.,"[""Complex conditional logic"",""Simple math"",""None"",""Both""]",0,Grid summarizing combinations of inputs and outputs.,,
cse320-u4-56,CSE320,4,Fundamentals,easy,MCQ,mcq,Testing 'Independent'?,"[""Tester is different from Developer"",""No overlap"",""None"",""Both""]",0,Improves objectivity in finding flaws.,,
cse320-u4-57,CSE320,4,Automation,hard,MCQ,mcq,Selenium supports ___ OS.,"[""Windows, Mac, Linux"",""Only Windows"",""None"",""Both""]",0,Cross-platform capability is essential for web testing.,,
cse320-u4-58,CSE320,4,Types,medium,MCQ,mcq,Stress testing checks ___.,"[""System failure behavior under load"",""Normal use"",""None"",""Colors""]",0,How the system breaks and recovers.,,
cse320-u4-59,CSE320,4,Techniques,hard,MCQ,mcq,Mutant testing?,"[""Changing code to test quality of tests"",""Biological"",""None"",""Both""]",0,Evaluates if the test suite can find deliberate errors.,,
cse320-u4-60,CSE320,4,Levels,easy,MCQ,mcq,Customer site testing is ___.,"[""Beta testing"",""Alpha"",""Unit"",""None""]",0,Real-world validation by potential users.,,
cse320-u4-61,CSE320,4,Levels,medium,MCQ,mcq,Who defines Test Strategy?,"[""Test Manager"",""Developer"",""Client"",""None""]",0,High-level plan for all testing activities.,,
cse320-u4-62,CSE320,4,Automation,hard,MCQ,mcq,Can Selenium IDE run logic?,"[""Limited (but improving)"",""Yes, fully"",""None"",""Both""]",0,"Primarily a record/playback tool, not a full programming environment.",,
cse320-u4-63,CSE320,4,AI Testing,medium,MCQ,mcq,Self-healing scripts?,"[""AI updates selectors automatically"",""Scripts fix bugs"",""None"",""Both""]",0,Solves the problem of brittle automation scripts.,,
cse320-u4-64,CSE320,4,Fundamentals,easy,MCQ,mcq,Failure is ___.,"[""Deviation from expected behavior"",""Correct code"",""None"",""Both""]",0,What the user actually sees as a problem.,,
cse320-u4-65,CSE320,4,Fundamentals,medium,MCQ,mcq,Validation is ___ centric.,"[""User/Need"",""Code"",""Specs"",""None""]",0,Ensures the product is useful and effective for the customer.,,
cse320-u4-66,CSE320,4,Types,hard,MCQ,mcq,Availability testing is part of ___.,"[""Reliability/Performance"",""White box"",""None"",""Both""]",0,Ensuring the system functions for a specific time.,,
cse320-u4-67,CSE320,4,Principles,medium,MCQ,mcq,Testing is context dependent?,"[""Yes (Bank vs Game)"",""No"",""Depends on weather"",""None""]",0,Testing approaches change based on the software type.,,
cse320-u4-68,CSE320,4,Techniques,hard,MCQ,mcq,MC/DC coverage required for ___.,"[""Safety critical software"",""Every app"",""None"",""Graphics""]",0,Highly rigorous testing for aviation/medical systems.,,
cse320-u4-69,CSE320,4,Levels,easy,MCQ,mcq,Test Case template includes ___.,"[""ID, Steps, Input, Expected, Actual"",""Only code"",""None"",""Price""]",0,Standard document to guide testing.,,
cse320-u4-70,CSE320,4,Levels,medium,MCQ,mcq,Integration integration big bang?,"[""Combine all then test"",""Incremental"",""None"",""Both""]",0,Fast but very difficult to isolate errors.,,
cse320-u4-71,CSE320,4,Automation,easy,MCQ,mcq,WebDriver uses ___.,"[""JsonWireProtocol / W3C"",""Direct memory access"",""None"",""Both""]",0,Standard way WebDriver talks to browsers.,,
cse320-u4-72,CSE320,4,AI Testing,hard,MCQ,mcq,Visual AI testing?,"[""Checking layout/UI like a human"",""Logic"",""Both"",""None""]",0,New tools that 'see' UI bugs humans might miss.,,
cse320-u4-73,CSE320,4,Fundamentals,medium,MCQ,mcq,Verification tools?,"[""Reviews, Walkthroughs, Inspections"",""Only running code"",""None"",""Both""]",0,Checking artifacts without execution.,,
cse320-u4-74,CSE320,4,Fundamentals,hard,MCQ,mcq,Quality Assurance vs Control?,"[""Prevention vs Detection"",""Same"",""None"",""Both""]",0,QA focuses on process; QC focuses on the product.,,
cse320-u4-75,CSE320,4,Types,easy,MCQ,mcq,Recovery testing goal?,"[""Recover from crashes"",""Faster logic"",""None"",""Both""]",0,Focus on resilience and data safety.,,
cse320-u4-76,CSE320,4,Types,medium,MCQ,mcq,Usability testing checks ___.,"[""Ease of use/User experience"",""Math"",""None"",""Both""]",0,How intuitive the application is.,,
cse320-u4-77,CSE320,4,Techniques,hard,MCQ,mcq,Data Flow testing?,"[""Checking variables from def to use"",""Logic only"",""None"",""Both""]",0,White box technique for data logic.,,
cse320-u4-78,CSE320,4,Levels,medium,MCQ,mcq,Is Unit testing white box?,"[""Usually yes"",""Always no"",""None"",""Depends""]",0,Requires seeing the internal code logic of the component.,,
cse320-u4-79,CSE320,4,Levels,hard,MCQ,mcq,Non-functional testing level?,"[""System level primarily"",""Unit"",""None"",""Both""]",0,Evaluating system-wide attributes like speed/security.,,
cse320-u4-80,CSE320,4,Automation,easy,MCQ,mcq,Selenium tool for mobile?,"[""Appium (Uses WebDriver protocol)"",""IDE"",""None"",""Both""]",0,Industry standard for mobile automation.,,
cse320-u4-81,CSE320,4,AI Testing,hard,MCQ,mcq,Codeless automation?,"[""Building scripts via logic flows and AI"",""No scripts"",""None"",""Both""]",0,Allows non-technical users to build effective tests.,,
cse320-u4-82,CSE320,4,Fundamentals,easy,MCQ,mcq,Defect life cycle?,"[""New -> Assigned -> Fixed -> Verified -> Closed"",""Once found it's done"",""None"",""Both""]",0,Process of managing a bug from start to finish.,,
cse320-u4-83,CSE320,4,Techniques,medium,MCQ,mcq,Equivalence class for name (A-Z)?,"[""Any alphabetical string"",""Only 'A'"",""None"",""Both""]",0,Groups all valid names into one test class.,,
cse320-u4-84,CSE320,4,Techniques,hard,MCQ,mcq,Graph Matrix utility?,"[""Automate path tracing"",""Coloring"",""None"",""Both""]",0,Mathematical representation of a flow graph.,,
cse320-u4-85,CSE320,4,Levels,medium,MCQ,mcq,Acceptance test by dev? (Alpha),"[""Yes (Simulated environment)"",""No"",""Always"",""None""]",0,Testing by users but at developer site.,,
cse320-u4-86,CSE320,4,Levels,hard,MCQ,mcq,Stub vs Driver memory used?,"[""Low (Dummy logic)"",""High"",""Same"",""None""]",0,They are meant to be simple scaffolds.,,
cse320-u4-87,CSE320,4,Automation,medium,MCQ,mcq,XPath in Selenium?,"[""Way to find elements"",""Math formula"",""None"",""Both""]",0,Powerful locator strategy for complex DOM structures.,,
cse320-u4-88,CSE320,4,Automation,hard,MCQ,mcq,Implicit wait affects ___.,"[""Search for elements"",""Code logic"",""None"",""Both""]",0,Global setting for for driver to wait for elements.,,
