id,subject,unit,topic,difficulty,question_type,type,question,options,correct_answer,explanation,starter_code,test_cases
cse326-u4-56,CSE326,4,SVG,medium,MCQ,mcq,Is SVG text searchable?,"[""Yes (it is XML text)"", ""No"", ""Only if indexed"", ""HTML handles all server-side processing""]",0,"Better for SEO than images. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-57,CSE326,4,Canvas,medium,MCQ,mcq,Can canvas text be searched by browsers?,"[""No (it is a bitmap of pixels)"", ""Yes"", ""Depends"", ""HTML handles all server-side processing""]",0,"Search engines only see the tag. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-58,CSE326,4,CSS Grid,medium,MCQ,mcq,Centering grid item logic?,"[""place-items: center"", ""margin: auto"", ""align: mid"", ""HTML handles all server-side processing""]",0,"Powerful shortcut. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-59,CSE326,4,Position,medium,MCQ,mcq,Keep navbar at top while scrolling?,"[""position: sticky; top: 0"", ""position: fixed; top: 0"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",2,"Sticky stays in flow until limit; fixed is always there. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-60,CSE326,4,Flexbox,medium,MCQ,mcq,Space between all but not at ends?,"[""justify-content: space-between"", ""space-around"", ""space-even"", ""HTML handles all server-side processing""]",0,"Edges touch container bounds. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-61,CSE326,4,Flexbox,medium,MCQ,mcq,Equal space everywhere including ends?,"[""justify-content: space-evenly"", ""space-around"", ""space-between"", ""HTML handles all server-side processing""]",0,"Perfectly balanced. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-62,CSE326,4,Events,hard,MCQ,mcq,What is 'debouncing'?,"[""Delaying execution until typing stops"", ""Repeating fast"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Performance optimization for resize/scroll/search. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-63,CSE326,4,Events,hard,MCQ,mcq,What is 'throttling'?,"[""Limiting execution to once per X ms"", ""Deleting events"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Used for scroll bars and frequent animations. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-64,CSE326,4,Responsive,medium,MCQ,mcq,Standard for flexible grids?,"[""Fluid Layout (%)"", ""Static (px)"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Adapts to screen ratio. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-65,CSE326,4,Images,medium,MCQ,mcq,Property to handle image crop/fit?,"[""object-fit"", ""background-size"", ""image-fit"", ""HTML handles all server-side processing""]",0,"Values: cover, contain, fill. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-66,CSE326,4,Fonts,easy,MCQ,mcq,Load Google Fonts via ___?,"[""<link> or @import"", ""JS"", ""<script>"", ""HTML handles all server-side processing""]",0,"Standard external resource. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-67,CSE326,4,Animations,medium,MCQ,mcq,Wait for animation to end event?,"[""animationend"", ""transitionend"", ""ended"", ""HTML handles all server-side processing""]",0,"JS hook for visual completion. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-68,CSE326,4,Forms,medium,MCQ,mcq,Identify element with focus?,"[""document.activeElement"", ""document.focused"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Finds what user is currently interacting with. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-69,CSE326,4,Events,medium,MCQ,mcq,Key code for 'Enter'?,"[""Enter / 13"", ""Space"", ""Shift"", ""HTML handles all server-side processing""]",0,"Common keyboard trigger. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-70,CSE326,4,DOM,medium,MCQ,mcq,Outer HTML of an element?,"[""outerHTML"", ""innerHTML"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Includes the tag itself. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-71,CSE326,4,DOM,hard,MCQ,mcq,Change URL hash?,"[""location.hash = 'new'"", ""location.url"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Internal page navigation. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-72,CSE326,4,Accessibility,medium,MCQ,mcq,Attribute to define button role on a div?,"[""role='button'"", ""aria-btn"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Tells assistive tech it is interactive. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-73,CSE326,4,Accessibility,medium,MCQ,mcq,Allow tab key focus on non-interactive div?,"[""tabindex='0'"", ""focus: true"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Adds it to keyboard flow. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-74,CSE326,4,Accessibility,medium,MCQ,mcq,Skip navigation link for users?,"[""Skip to Content"", ""Home"", ""Help"", ""HTML handles all server-side processing""]",0,"Helper for keyboard users to bypass nav. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-75,CSE326,4,CSS,hard,MCQ,mcq,Calc width minus sidebar?,"[""width: calc(100% - 250px)"", ""width: 100% - 250"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Dynamic sidebar layout. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-76,CSE326,4,Performance,hard,MCQ,mcq,What is 'Critical CSS'?,"[""Minimum CSS needed for above-the-fold content"", ""Important rules"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Optimization for perceived speed. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-77,CSE326,4,Images,hard,MCQ,mcq,Lazy load image attribute?,"[""loading='lazy'"", ""lazy='true'"", ""load='wait'"", ""HTML handles all server-side processing""]",0,"Deferred loading until visible. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-78,CSE326,4,Events,medium,MCQ,mcq,Prevent right-click menu?,"[""contextmenu event"", ""rightclick event"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Standard browser menu override. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-79,CSE326,4,Window,medium,MCQ,mcq,Detect screen rotation?,"[""orientationchange event"", ""resize event"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",2,"Mobile device handling. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-80,CSE326,4,Navigation,easy,MCQ,mcq,Link to phone number?,"[""tel:+123..."", ""call:+123"", ""phone:+123"", ""HTML handles all server-side processing""]",0,"Mobile dialer trigger. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-81,CSE326,4,Navigation,easy,MCQ,mcq,Link to email?,"[""mailto:abc@..."", ""email:abc@..."", ""send:abc@..."", ""HTML handles all server-side processing""]",0,"Client email trigger. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-82,CSE326,4,Flexbox,medium,MCQ,mcq,Gap property in Flexbox?,"[""gap"", ""flex-gap"", ""spacing"", ""HTML handles all server-side processing""]",0,"Newer but widely supported. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-83,CSE326,4,Layout,medium,MCQ,mcq,Is Grid only for layout?,"[""No, it can do alignment too"", ""Yes"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Multi-purpose. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-84,CSE326,4,Responsive,medium,MCQ,mcq,Standard for scalable icons?,"[""SVG / Icon Fonts"", ""PNG Icons"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Looks sharp on all screens. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-85,CSE326,4,HTML5,medium,MCQ,mcq,Does audio tag support MP3?,"[""Yes"", ""No"", ""Only on Mac"", ""HTML handles all server-side processing""]",0,"Universal format. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-86,CSE326,4,CSS,medium,MCQ,mcq,Set max width of a container?,"[""max-width"", ""width-limit"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Prevents line lengths becoming too long on large screens. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-87,CSE326,4,Responsive,medium,MCQ,mcq,Centering with margin auto requires?,"[""Display block and fixed width"", ""Display flex"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Traditional block centering. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-88,CSE326,4,DOM,medium,MCQ,mcq,Clone an element?,"[""cloneNode()"", ""copyNode()"", ""duplicate()"", ""HTML handles all server-side processing""]",0,"Pass true for deep copy. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-89,CSE326,4,DOM,medium,MCQ,mcq,Replace an element?,"[""replaceWith() / replaceChild()"", ""swap()"", ""change()"", ""HTML handles all server-side processing""]",0,"Tree modification. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-90,CSE326,4,Responsive,medium,MCQ,mcq,Hamburger menu symbol code?,"[""&equiv; / &#8801;, according to the standard definition"", ""Icons, according to the standard definition"", ""HTML handles all server-side processing"", ""HTML renders server-side logic""]",3,"Standard mobile indicator. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-91,CSE326,4,Meta,medium,MCQ,mcq,Set browser theme color?,"[""meta name='theme-color'"", ""color: browser"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Colors the address bar on mobile Chrome. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-92,CSE326,4,JS,medium,MCQ,mcq,Check viewport width in JS?,"[""window.innerWidth"", ""screen.width"", ""Both (careful!)"", ""HTML handles all server-side processing""]",2,"Logic based layout handling. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-93,CSE326,4,Events,medium,MCQ,mcq,Window resized event?,"[""resize"", ""change"", ""re-layout"", ""HTML handles all server-side processing""]",0,"Standard viewport hook. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-94,CSE326,4,Forms,medium,MCQ,mcq,Clear all form fields?,"[""form.reset()"", ""form.clear()"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Standard form method. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-95,CSE326,4,Logic,easy,MCQ,mcq,Result of !!0?,"[""false"", ""true"", ""HTML handles all server-side processing"", ""Error""]",0,"0 is falsy. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-96,CSE326,4,Logic,easy,MCQ,mcq,Result of !!1?,"[""true"", ""false"", ""HTML handles all server-side processing"", ""Error""]",0,"1 is truthy. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-97,CSE326,4,CSS,medium,MCQ,mcq,Hide scrollbar but keep scroll?,"[""overflow: overlay / hidden + CSS tricks"", ""scroll: none"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Design choice. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-98,CSE326,4,Flexbox,medium,MCQ,mcq,Is Flexbox 1D or 2D?,"[""1D (Row or Col)"", ""2D"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"One axis focus. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-99,CSE326,4,Grid,medium,MCQ,mcq,Is Grid 1D or 2D?,"[""2D (Rows AND Cols)"", ""1D"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Full layout control. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-100,CSE326,4,History,hard,MCQ,mcq,Update URL hash without history entry?,"[""location.replace()"", ""pushState"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",0,"Redirection approach. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-pyq-1,CSE326,4,CSS Position,medium,PYQ,mcq,What is the default value of the position property?,"[""static"", ""relative"", ""absolute"", ""fixed""]",0,"HTML elements are positioned static by default. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-pyq-2,CSE326,4,CSS Position,medium,PYQ,mcq,Which position value allows an element to be positioned relative to its closest positioned ancestor?,"[""absolute"", ""relative"", ""fixed"", ""sticky""]",0,"absolute positioning is relative to the nearest positioned ancestor. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u4-pyq-3,CSE326,4,HTML Elements,medium,PYQ,mcq,What is the purpose of the <template> tag in HTML?,"[""To hold HTML that is not rendered on page load but can be instantiated via JavaScript"", ""HTML renders server-side logic and database queries directly"", ""CSS controls HTTP request routing and server responses, according to the standard definition"", ""JavaScript is a compiled language that runs only on servers""]",0,The <template> tag is used as a container for holding HTML content that is not to be rendered immediately when a page is loaded.,,
cse326-u5-1,CSE326,5,PHP Basics,easy,MCQ,mcq,What does PHP stand for?,"[""Hypertext Preprocessor"", ""Personal Home Page"", ""Both (historically)"", ""Private Hypertext Page""]",2,"Initially Personal Home Page, now recursive acronym. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-2,CSE326,5,PHP Basics,easy,MCQ,mcq,PHP is a ___ scripting language.,"[""Server-side"", ""Client-side"", ""Hardware"", ""HTML handles all server-side processing""]",0,"Executed on the server before sending HTML to client. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-3,CSE326,5,Syntax,easy,MCQ,mcq,PHP scripts start with ___.,"[""<?php"", ""<script>"", ""<php>"", ""<?s""]",0,"Opening tag is required. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-4,CSE326,5,Syntax,easy,MCQ,mcq,PHP scripts end with ___.,"[""?>"", ""</php>"", ""</script>"", ""HTML handles all server-side processing""]",0,"Closing tag (optional if file is pure PHP). Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-5,CSE326,5,Variables,easy,MCQ,mcq,Variables in PHP start with which symbol?,"[""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly"", ""var"", ""CSS controls HTTP request routing and server responses""]",0,"Mandatory dollar sign. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-6,CSE326,5,Syntax,easy,MCQ,mcq,How to end a PHP statement?,"[""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly"", ""CSS controls HTTP request routing and server responses"", ""JavaScript is a compiled language that runs only on servers""]",0,"Standard semicolon terminator. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-7,CSE326,5,Output,easy,MCQ,mcq,Which command outputs text to the browser?,"[""CSS controls HTTP request routing and server responses"", ""APIs require a relational database to function correctly"", ""WebSockets use the same stateless request model as HTTP"", ""HTML handles all server-side processing""]",3,"echo and print are used for output. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-8,CSE326,5,Comments,easy,MCQ,mcq,Single-line comment in PHP?,"[""// or #"", ""/*"", ""<!--"", ""HTML handles all server-side processing""]",0,"Supports C++ and Shell styles. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-9,CSE326,5,Data Types,medium,MCQ,mcq,Result of '5' + 5 in PHP?,"[""10"", ""'55'"", ""Error"", ""HTML handles all server-side processing""]",0,"PHP is loosely typed and converts for math. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-10,CSE326,5,Strings,medium,MCQ,mcq,String concatenation operator in PHP?,"[""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly"", ""CSS controls HTTP request routing and server responses"", ""++""]",0,"Dot is used to join strings. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-11,CSE326,5,Strings,hard,MCQ,mcq,"Difference between single (') and double ("") quotes?","[""Double quotes parse variables"", ""Single quotes are faster"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",2,"Double quotes allow interpolation. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-12,CSE326,5,Arrays,medium,MCQ,mcq,Array with named keys is called ___.,"[""Associative Array"", ""HTML renders server-side logic and database queries directly"", ""CSS controls HTTP request routing and server responses"", ""JavaScript is a compiled language that runs only on servers""]",0,"Key-value pairs using =>. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-13,CSE326,5,Arrays,medium,MCQ,mcq,Check length of array 'arr'?,"[""count($arr)"", ""size($arr)"", ""len($arr)"", ""sizeof($arr)""]",0,"count() is standard. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-14,CSE326,5,Arrays,medium,MCQ,mcq,Syntax for associative array pair?,"[""'key' => 'value'"", ""'key' : 'value'"", ""'key' -> 'value'"", ""HTML handles all server-side processing""]",0,"The rocket operator. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-15,CSE326,5,Forms,hard,MCQ,mcq,Which superglobal holds GET data?,"[""$_GET"", ""$_POST"", ""$_REQUEST"", ""$GET""]",0,"Array of URL parameters. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-16,CSE326,5,Forms,hard,MCQ,mcq,Which superglobal holds POST data?,"[""$_POST"", ""$_GET"", ""$_BODY"", ""HTML handles all server-side processing""]",0,"Array of form body data. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-17,CSE326,5,Forms,hard,MCQ,mcq,Which contains BOTH GET and POST data?,"[""$_REQUEST"", ""$_DATA"", ""$_ALL"", ""HTML handles all server-side processing""]",0,"Aggregated superglobal. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-18,CSE326,5,Control Flow,easy,MCQ,mcq,Loop specifically for arrays?,"[""foreach"", ""HTML renders server-side logic and database queries directly"", ""CSS controls HTTP request routing and server responses"", ""JavaScript is a compiled language that runs only on servers""]",0,"Safest way to iterate collections. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-19,CSE326,5,Functions,medium,MCQ,mcq,Keyword to define a function?,"[""function"", ""def"", ""func"", ""procedure""]",0,"Standard declaration. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-20,CSE326,5,Globality,hard,MCQ,mcq,Access a global variable inside a function?,"[""global $var;, according to the standard definition"", ""$GLOBALS['var'], according to the standard definition"", ""HTML handles all server-side processing"", ""HTML renders server-side logic and database queries directly""]",2,"PHP functions have localized scope by default. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-21,CSE326,5,Forms,hard,MCQ,mcq,Safely sanitize HTML input?,"[""CSS controls HTTP request routing and server responses"", ""APIs require a relational database to function correctly"", ""HTML handles all server-side processing"", ""WebSockets use the same stateless request model as HTTP""]",2,"Prevent XSS attacks. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-22,CSE326,5,Files,medium,MCQ,mcq,Include another PHP file (crash if missing)?,"[""require"", ""include"", ""import"", ""HTML handles all server-side processing""]",0,"require causes fatal error if file not found. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-23,CSE326,5,Files,medium,MCQ,mcq,Include another PHP file (warning only)?,"[""include"", ""require"", ""attach"", ""HTML handles all server-side processing""]",0,"Script continues if missing. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
cse326-u5-24,CSE326,5,Sessions,hard,MCQ,mcq,Start a user session tracker?,"[""session_start()"", ""start_session()"", ""session_begin()"", ""HTML handles all server-side processing""]",0,"Must be called before any output. Web Development encompasses both front-end (HTML, CSS, JavaScript) and back-end (servers, databases, APIs) technologies. Modern web apps use frameworks, RESTful APIs, and responsive design to deliver rich user experiences.",,
